,Title,Type,Organization,Amount,Date
0,Sponsored Research Agreement  for Effect of Various Beverages on Hydration/ Principal Investigator Dr. Matthew S. Ganio,Research,"Human Performance Laboratory,
University of Arkansas",48333.33,2012.0
0,Sponsored Research Agreement  for Effect of Various Beverages on Hydration/ Principal Investigator Dr. Matthew S. Ganio,Research,"Human Performance Laboratory,
University of Arkansas",48333.33,2013.0
0,Sponsored Research Agreement  for Effect of Various Beverages on Hydration/ Principal Investigator Dr. Matthew S. Ganio,Research,"Human Performance Laboratory,
University of Arkansas",48333.33,2014.0
0,"Sponsored Research Agreement for ISCOLE: An international study of Childhood Obesity, Lifestyle and the Environment/ Site Principal Investigators Peter T Katzmarzyk1* and Tim Church 1, Caterine Tudor-Locke 1 Jean-Philippe Chaput 2, Mark Tremblay 2
Mikael Fogelholm  3,  Rebecca Kuriyan 4, Anura Kurpad 4, Estelle V Lambert 5, Carol Maher 6, Timothy Olds 6, Jos Maia 7, Victor Matsudo 8, Vincent Onywera 9, Olga L Sarmiento 10, Martyn Standage 11, Pei Zhao 12",Research,"Pennington Biomedical Research Center, Louisiana State University - Coordinating Center (1) Pennington Biomedical Research Center,  Louisiana,  USA. (2) Childrens Hospital of Eastern Ontario Research Institute, Ottawa, Canada. (3) University of Helsinki, Helsinki, Finland. (4) St. Johns Research Institute, Bangalore, India. (5) UCT/MRC Research Unit for Exercise Science and Sports Medicine, Faculty of Health Sciences, University of Cape Town, Cape Town, South Africa.(6) School of Health Sciences / Sansom Institute, University of South Australia, Adelaide, Australia. (7) CIFI2D, Faculdade de Desporto, University of Porto, Porto, Portugal. (8) Centro de Estudos do Laboratrio de Aptido Fsica de So Caetano do Sul (CELAFISCS), Sao Paulo, Brazil. (9) Kenyatta University, Nairobi, Kenya. (10) Universidad de los Andes, Bogota, Colombia. (11) University of Bath, Bath, UK. (12) Tianjin Womens and Childrens Health Center, Tianjin, China.",1285261.60,2010.0
0,"Sponsored Research Agreement for ISCOLE: An international study of Childhood Obesity, Lifestyle and the Environment/ Site Principal Investigators Peter T Katzmarzyk1* and Tim Church 1, Caterine Tudor-Locke 1 Jean-Philippe Chaput 2, Mark Tremblay 2
Mikael Fogelholm  3,  Rebecca Kuriyan 4, Anura Kurpad 4, Estelle V Lambert 5, Carol Maher 6, Timothy Olds 6, Jos Maia 7, Victor Matsudo 8, Vincent Onywera 9, Olga L Sarmiento 10, Martyn Standage 11, Pei Zhao 12",Research,"Pennington Biomedical Research Center, Louisiana State University - Coordinating Center (1) Pennington Biomedical Research Center,  Louisiana,  USA. (2) Childrens Hospital of Eastern Ontario Research Institute, Ottawa, Canada. (3) University of Helsinki, Helsinki, Finland. (4) St. Johns Research Institute, Bangalore, India. (5) UCT/MRC Research Unit for Exercise Science and Sports Medicine, Faculty of Health Sciences, University of Cape Town, Cape Town, South Africa.(6) School of Health Sciences / Sansom Institute, University of South Australia, Adelaide, Australia. (7) CIFI2D, Faculdade de Desporto, University of Porto, Porto, Portugal. (8) Centro de Estudos do Laboratrio de Aptido Fsica de So Caetano do Sul (CELAFISCS), Sao Paulo, Brazil. (9) Kenyatta University, Nairobi, Kenya. (10) Universidad de los Andes, Bogota, Colombia. (11) University of Bath, Bath, UK. (12) Tianjin Womens and Childrens Health Center, Tianjin, China.",1285261.60,2011.0
0,"Sponsored Research Agreement for ISCOLE: An international study of Childhood Obesity, Lifestyle and the Environment/ Site Principal Investigators Peter T Katzmarzyk1* and Tim Church 1, Caterine Tudor-Locke 1 Jean-Philippe Chaput 2, Mark Tremblay 2
Mikael Fogelholm  3,  Rebecca Kuriyan 4, Anura Kurpad 4, Estelle V Lambert 5, Carol Maher 6, Timothy Olds 6, Jos Maia 7, Victor Matsudo 8, Vincent Onywera 9, Olga L Sarmiento 10, Martyn Standage 11, Pei Zhao 12",Research,"Pennington Biomedical Research Center, Louisiana State University - Coordinating Center (1) Pennington Biomedical Research Center,  Louisiana,  USA. (2) Childrens Hospital of Eastern Ontario Research Institute, Ottawa, Canada. (3) University of Helsinki, Helsinki, Finland. (4) St. Johns Research Institute, Bangalore, India. (5) UCT/MRC Research Unit for Exercise Science and Sports Medicine, Faculty of Health Sciences, University of Cape Town, Cape Town, South Africa.(6) School of Health Sciences / Sansom Institute, University of South Australia, Adelaide, Australia. (7) CIFI2D, Faculdade de Desporto, University of Porto, Porto, Portugal. (8) Centro de Estudos do Laboratrio de Aptido Fsica de So Caetano do Sul (CELAFISCS), Sao Paulo, Brazil. (9) Kenyatta University, Nairobi, Kenya. (10) Universidad de los Andes, Bogota, Colombia. (11) University of Bath, Bath, UK. (12) Tianjin Womens and Childrens Health Center, Tianjin, China.",1285261.60,2012.0
0,"Sponsored Research Agreement for ISCOLE: An international study of Childhood Obesity, Lifestyle and the Environment/ Site Principal Investigators Peter T Katzmarzyk1* and Tim Church 1, Caterine Tudor-Locke 1 Jean-Philippe Chaput 2, Mark Tremblay 2
Mikael Fogelholm  3,  Rebecca Kuriyan 4, Anura Kurpad 4, Estelle V Lambert 5, Carol Maher 6, Timothy Olds 6, Jos Maia 7, Victor Matsudo 8, Vincent Onywera 9, Olga L Sarmiento 10, Martyn Standage 11, Pei Zhao 12",Research,"Pennington Biomedical Research Center, Louisiana State University - Coordinating Center (1) Pennington Biomedical Research Center,  Louisiana,  USA. (2) Childrens Hospital of Eastern Ontario Research Institute, Ottawa, Canada. (3) University of Helsinki, Helsinki, Finland. (4) St. Johns Research Institute, Bangalore, India. (5) UCT/MRC Research Unit for Exercise Science and Sports Medicine, Faculty of Health Sciences, University of Cape Town, Cape Town, South Africa.(6) School of Health Sciences / Sansom Institute, University of South Australia, Adelaide, Australia. (7) CIFI2D, Faculdade de Desporto, University of Porto, Porto, Portugal. (8) Centro de Estudos do Laboratrio de Aptido Fsica de So Caetano do Sul (CELAFISCS), Sao Paulo, Brazil. (9) Kenyatta University, Nairobi, Kenya. (10) Universidad de los Andes, Bogota, Colombia. (11) University of Bath, Bath, UK. (12) Tianjin Womens and Childrens Health Center, Tianjin, China.",1285261.60,2013.0
0,"Sponsored Research Agreement for ISCOLE: An international study of Childhood Obesity, Lifestyle and the Environment/ Site Principal Investigators Peter T Katzmarzyk1* and Tim Church 1, Caterine Tudor-Locke 1 Jean-Philippe Chaput 2, Mark Tremblay 2
Mikael Fogelholm  3,  Rebecca Kuriyan 4, Anura Kurpad 4, Estelle V Lambert 5, Carol Maher 6, Timothy Olds 6, Jos Maia 7, Victor Matsudo 8, Vincent Onywera 9, Olga L Sarmiento 10, Martyn Standage 11, Pei Zhao 12",Research,"Pennington Biomedical Research Center, Louisiana State University - Coordinating Center (1) Pennington Biomedical Research Center,  Louisiana,  USA. (2) Childrens Hospital of Eastern Ontario Research Institute, Ottawa, Canada. (3) University of Helsinki, Helsinki, Finland. (4) St. Johns Research Institute, Bangalore, India. (5) UCT/MRC Research Unit for Exercise Science and Sports Medicine, Faculty of Health Sciences, University of Cape Town, Cape Town, South Africa.(6) School of Health Sciences / Sansom Institute, University of South Australia, Adelaide, Australia. (7) CIFI2D, Faculdade de Desporto, University of Porto, Porto, Portugal. (8) Centro de Estudos do Laboratrio de Aptido Fsica de So Caetano do Sul (CELAFISCS), Sao Paulo, Brazil. (9) Kenyatta University, Nairobi, Kenya. (10) Universidad de los Andes, Bogota, Colombia. (11) University of Bath, Bath, UK. (12) Tianjin Womens and Childrens Health Center, Tianjin, China.",1285261.60,2014.0
0,Sponsored Research Agreement for: Sugar Sweetened Beverages & Risk Factors of Type 2 Diabetes and Cardiovascular Disease Study. Principal Investigator Dr. James Rippe,Research,Rippe Lifestyle Institute,406928.67,2013.0
0,Sponsored Research Agreement for: Sugar Sweetened Beverages & Risk Factors of Type 2 Diabetes and Cardiovascular Disease Study. Principal Investigator Dr. James Rippe,Research,Rippe Lifestyle Institute,406928.67,2014.0
0,Sponsored Research Agreement for: Sugar Sweetened Beverages & Risk Factors of Type 2 Diabetes and Cardiovascular Disease Study. Principal Investigator Dr. James Rippe,Research,Rippe Lifestyle Institute,406928.67,2015.0
0,Sponsored Research Study design related to diet and weight / Principal Investigator Dr. Corby Martin,Research,Pennington Biomedical Research Center,19186.75,2012.0
0,Sponsored Research Study design related to diet and weight / Principal Investigator Dr. Corby Martin,Research,Pennington Biomedical Research Center,19186.75,2013.0
0,Sponsored Research Study design related to diet and weight / Principal Investigator Dr. Corby Martin,Research,Pennington Biomedical Research Center,19186.75,2014.0
0,Sponsored Research Study design related to diet and weight / Principal Investigator Dr. Corby Martin,Research,Pennington Biomedical Research Center,19186.75,2015.0
0,"Sponsored Research Study on Hydration Measurement /  Principal Investigators Dr. Mindy Millard-Stafford, Dr. Charlene Bayer",Research,Georgia Institute of Technology,129500.00,2010.0
0,"Sponsored Research Study on Hydration Measurement /  Principal Investigators Dr. Mindy Millard-Stafford, Dr. Charlene Bayer",Research,Georgia Institute of Technology,129500.00,2011.0
0,"Sponsored research agreement for Carbohydrate-Electrolyte Beverage Intake on Fluid Balance and Performance Study/ Principal Investigators Dr. Tim Church, Dr. Neil Johannsen",Research,"Pennington Biomedical Research Center, Louisiana State University",133301.00,2010.0
0,"Sponsored research agreement for Carbohydrate-Electrolyte Beverage Intake on Fluid Balance and Performance Study/ Principal Investigators Dr. Tim Church, Dr. Neil Johannsen",Research,"Pennington Biomedical Research Center, Louisiana State University",133301.00,2011.0
0,"Supplemental accelerometer supplies for the physical activity stroke study, ancillary study to Reasons for Geographic and Racial Differences in Stroke (REGARDS) study/ Dr. Virginia Howard",Research,University of Alabama at Birmingham,16250.00,2012.0
0,"Supplemental accelerometer supplies for the physical activity stroke study, ancillary study to Reasons for Geographic and Racial Differences in Stroke (REGARDS) study/ Dr. Virginia Howard",Research,University of Alabama at Birmingham,16250.00,2013.0
0,"Supplemental accelerometer supplies for the physical activity stroke study, ancillary study to Reasons for Geographic and Racial Differences in Stroke (REGARDS) study/ Dr. Virginia Howard",Research,University of Alabama at Birmingham,16250.00,2014.0
0,"Supplemental accelerometer supplies for the physical activity stroke study, ancillary study to Reasons for Geographic and Racial Differences in Stroke (REGARDS) study/ Dr. Virginia Howard",Research,University of Alabama at Birmingham,16250.00,2015.0
0,Unrestricted Grant to University of Georgia for Research and Instruction. Principal Investigator Dr. Mary Ann Johnson,Research,University of Georgia Department of Foods and Nutrition,18500.00,2014.0
0,Unrestricted Grant to University of Georgia for Research and Instruction. Principal Investigator Dr. Mary Ann Johnson,Research,University of Georgia Department of Foods and Nutrition,18500.00,2015.0
0,Unrestricted Grant to support research program related to sedentary behavior effects on health / Principal Investigator Dr. Marc Hamilton,Research,Pennington Biomedical Research Foundation,79750.00,2011.0
0,Unrestricted Grant to support research program related to sedentary behavior effects on health / Principal Investigator Dr. Marc Hamilton,Research,Pennington Biomedical Research Foundation,79750.00,2012.0
0,Unrestricted Grant to support research program related to sedentary behavior effects on health / Principal Investigator Dr. Marc Hamilton,Research,Pennington Biomedical Research Foundation,79750.00,2013.0
0,Unrestricted Grant to support research program related to sedentary behavior effects on health / Principal Investigator Dr. Marc Hamilton,Research,Pennington Biomedical Research Foundation,79750.00,2014.0
0,"Unrestricted educational grants for research support to advance knowledge of determinants of developing and maintaining a healthy, physically active lifestyle. Dr. Mindy Millard-Stafford",Research,Georgia Institute of Technology,52500.00,2010.0
0,"Unrestricted educational grants for research support to advance knowledge of determinants of developing and maintaining a healthy, physically active lifestyle. Dr. Mindy Millard-Stafford",Research,Georgia Institute of Technology,52500.00,2011.0
0,Unrestricted gift to support continuing ongoing research program to improve methods in obesity research/ Principal Investigator Dr. David Allison,Research,University of Alabama at Birmingham,67000.00,2010.0
0,Unrestricted gift to support continuing ongoing research program to improve methods in obesity research/ Principal Investigator Dr. David Allison,Research,University of Alabama at Birmingham,67000.00,2011.0
0,Unrestricted gift to support continuing ongoing research program to improve methods in obesity research/ Principal Investigator Dr. David Allison,Research,University of Alabama at Birmingham,67000.00,2012.0
0,Unrestricted gift to support continuing ongoing research program to improve methods in obesity research/ Principal Investigator Dr. David Allison,Research,University of Alabama at Birmingham,67000.00,2013.0
0,Unrestricted gift to support continuing ongoing research program to improve methods in obesity research/ Principal Investigator Dr. David Allison,Research,University of Alabama at Birmingham,67000.00,2014.0
0,Unrestricted grant to support ongoing research program  / Principal Investigator Dr. Joanne Slavin,Research,University of Minnesota,4166.67,2010.0
0,Unrestricted grant to support ongoing research program  / Principal Investigator Dr. Joanne Slavin,Research,University of Minnesota,4166.67,2011.0
0,Unrestricted grant to support ongoing research program  / Principal Investigator Dr. Joanne Slavin,Research,University of Minnesota,4166.67,2012.0
0,Unrestricted grant to support ongoing research program  / Principal Investigator Dr. Joanne Slavin,Research,University of Minnesota,4166.67,2013.0
0,Unrestricted grant to support ongoing research program  / Principal Investigator Dr. Joanne Slavin,Research,University of Minnesota,4166.67,2014.0
0,Unrestricted grant to support ongoing research program  / Principal Investigator Dr. Joanne Slavin,Research,University of Minnesota,4166.67,2015.0
0,"Website development and maintenance for Clinical Research Agreement for Web-Based Fortified Beverage Weight Loss & Body Composition Study. 
In 2008-09, The Coca-Cola Company provided $342,900  of funding for this study, for a total of $358,900.",Research,The Kellen Company,8000.00,2010.0
0,"Website development and maintenance for Clinical Research Agreement for Web-Based Fortified Beverage Weight Loss & Body Composition Study. 
In 2008-09, The Coca-Cola Company provided $342,900  of funding for this study, for a total of $358,900.",Research,The Kellen Company,8000.00,2011.0
